scenario,budget,method,target,proxy_target,bias,bias_mcse,rmse,empirical_variance,exact_design_variance,mean_estimated_variance,correct_selection,selection_mcse,mean_audits,audit_sd,audit_p05,audit_p95,zero_variance_fraction,wald_coverage,wald_coverage_mcse,wald_width,wald_decisive_rate,wald_wrong_decisive_rate,bernstein_coverage,bernstein_coverage_mcse,bernstein_width,bernstein_decisive_rate,bernstein_wrong_decisive_rate
silent_strong,100,historical_active,-0.10399999999999998,0.010499999999980717,0.002013354090942235,0.0020967221419259546,0.06630159192204689,0.0043962437404425625,0.00440932610746723,0.0043540890835913155,0.952,0.006759881655768837,100.054,9.863689795222495,85.0,116.04999999999995,0.0,0.889,0.00993373041711924,0.24809466041064232,0.247,0.003,1.0,0.0,1.4317379238498305,0.0,0.0
silent_strong,100,fixed_mixture,-0.10399999999999998,0.010499999999980717,0.0012091320327128063,0.0018343138419193794,0.05798969359859482,0.0033647072706570334,0.003396651836317557,0.0033665185666793456,0.972,0.005216895628628201,99.885,10.186242414871861,84.0,116.0,0.0,0.916,0.008771772910877251,0.22209657879648675,0.394,0.0,1.0,0.0,1.2409866889164365,0.0,0.0
silent_strong,100,robust_path,-0.10399999999999998,0.010499999999980717,0.00184398953777333,0.0017644615046021016,0.05579974349615692,0.003113324401222712,0.0031958629548220134,0.00317961355473512,0.978,0.004638534251247911,99.83,10.243438291317425,84.0,117.0,0.0,0.934,0.007851369307324675,0.21767498140988636,0.421,0.0,1.0,0.0,1.1492681006994088,0.0,0.0
silent_strong,100,oracle_residual,-0.10399999999999998,0.010499999999980717,0.0010607559544867085,0.0006827786203173181,0.021606611509281993,0.00046618664436242046,0.00045651264911766203,0.0004556907383992241,1.0,0.0,99.832,8.978551686680339,85.0,115.0,0.0,0.944,0.007270763371201131,0.08359210475532775,0.999,0.0,1.0,0.0,2.0,0.0,0.0
silent_strong,250,uniform,-0.10399999999999998,0.010499999999980717,0.0015968399999806981,0.001113437896051128,0.03522859779213386,0.0012397439483627626,0.0012786187499999999,0.0012780133725000002,0.999,0.0009994998749374613,249.703,15.53287034198963,225.0,276.0,0.0,0.957,0.006414904519944161,0.13952210163168946,0.86,0.0,1.0,0.0,0.6770148815416318,0.0,0.0
silent_strong,250,historical_active,-0.10399999999999998,0.010499999999980717,0.0018972281803916746,0.0012731237550422745,0.040284273933208235,0.001620844095652941,0.0017125856929868922,0.0016958993565384683,0.998,0.0014127986409959495,250.209,15.348579670376601,226.0,275.0,0.0,0.929,0.008121514637061239,0.1592810603937766,0.767,0.0,1.0,0.0,0.8547198363243868,0.0,0.0
silent_strong,250,fixed_mixture,-0.10399999999999998,0.010499999999980717,0.001634084342807915,0.0011437609243784145,0.03618772022001717,0.001308189052134965,0.0013075159845270226,0.001301653382083615,0.999,0.0009994998749374613,249.824,15.645824229353206,225.95,277.04999999999995,0.0,0.942,0.007391616873188169,0.140250045859034,0.866,0.0,1.0,0.0,0.7440712769698443,0.0,0.0
silent_strong,250,robust_path,-0.10399999999999998,0.010499999999980717,0.0015494426504217979,0.0010886922233114273,0.034445119812081156,0.0011852507570987785,0.0012272004319282058,0.0012225116139277156,1.0,0.0,249.758,15.623941357530228,225.0,277.0,0.0,0.943,0.007331507348424336,0.13634473464512376,0.88,0.0,1.0,0.0,0.6903278357941482,0.0,0.0
silent_strong,250,oracle_residual,-0.10399999999999998,0.010499999999980717,7.054851836696407e-05,0.00034745504049596486,0.010982224604074088,0.00012072500516605256,0.0001314603096470649,0.00013189543956567697,1.0,0.0,250.563,12.302901787480563,231.0,271.0,0.0,0.959,0.006270486424512857,0.045002429830236515,1.0,0.0,1.0,0.0,2.0,0.0,0.0
silent_strong,600,uniform,-0.10399999999999998,0.010499999999980717,-0.0005034500000193204,0.0007048689951631344,0.022284454714990538,0.0004968403003422868,0.0004830337500000001,0.00048488491943055555,1.0,0.0,600.509,22.540407915319303,563.0,638.05,0.0,0.948,0.007021111023192843,0.0861687482090345,0.998,0.0,1.0,0.0,0.4083671500742438,0.0,0.0
silent_strong,600,historical_active,-0.10399999999999998,0.010499999999980717,0.000203943865786968,0.0008237530171033208,0.026037128437176583,0.000678569033186824,0.0006638533095778721,0.0006625982490036737,1.0,0.0,599.507,20.29561191151582,566.0,634.0,0.0,0.941,0.007451107300260817,0.10036041047303451,0.997,0.0,1.0,0.0,0.5198590127012459,0.0,0.0
silent_strong,600,fixed_mixture,-0.10399999999999998,0.010499999999980717,-6.134451852246592e-05,0.0007197913065275846,0.022750498644594306,0.0005180995249526873,0.0004950742643862595,0.000495913343675276,1.0,0.0,600.303,21.793350847016185,565.0,638.0,0.0,0.945,0.007209368904418752,0.08700334481367701,0.999,0.0,1.0,0.0,0.45078475878859336,0.0,0.0
silent_strong,600,robust_path,-0.10399999999999998,0.010499999999980717,-0.00033294023409827234,0.000695985883633263,0.022000518245396828,0.000484396350216774,0.000461609450803918,0.0004632379017968764,1.0,0.0,600.512,22.36049748659112,566.0,637.0,0.0,0.953,0.00669260786241059,0.0841883591931984,0.999,0.0,1.0,0.0,0.4167750644926457,0.0,0.0
silent_strong,600,oracle_residual,-0.10399999999999998,0.010499999999980717,-9.966961973760513e-05,0.00010252213684745632,0.0032419456794220702,1.051078854376856e-05,9.978271056338036e-06,1.0008794730729327e-05,1.0,0.0,600.451,9.998978876794299,585.0,617.0,0.0,0.938,0.00762600813007697,0.012394590452478751,1.0,0.0,1.0,0.0,1.7921617967315462,0.0,0.0
silent_uncertain_group,40,uniform,-0.005499999999999896,0.010499999999980717,0.0011524999999806143,0.0017418771138141835,0.055067504029145495,0.0030341358796296303,0.00297631125,0.00297654105375,0.528,0.015786576576319513,40.25,6.202416462151664,30.0,51.0,0.0,0.939,0.007568289106528638,0.20369043807553483,0.048,0.035,1.0,0.0,1.8749554337425702,0.0,0.0
silent_uncertain_group,40,historical_active,-0.005499999999999896,0.010499999999980717,0.0014130248075810928,0.0011943098492528947,0.03777494247663773,0.001426376016022472,0.0014286490885850717,0.0014494746597301439,0.583,0.015592017188292218,39.929,6.234968631343212,30.0,50.0,0.0,0.961,0.006122009474020767,0.12771598887153926,0.05,0.013,1.0,0.0,2.0,0.0,0.0
silent_uncertain_group,40,fixed_mixture,-0.005499999999999896,0.010499999999980717,0.0007356685333231904,0.001296735035469246,0.040992455874857454,0.001681521752213427,0.0016432778904767818,0.0016489635434168747,0.568,0.01566448211719749,40.161,6.222362637840774,30.0,51.0,0.0,0.95,0.006892024376045114,0.14750308623034364,0.048,0.016,1.0,0.0,1.9938809452338773,0.0,0.0
silent_uncertain_group,40,robust_path,-0.005499999999999896,0.010499999999980717,0.0014453069874282853,0.0015685390372591798,0.049597815566640197,0.002460314711405954,0.002341607797499159,0.002363531835644265,0.52,0.0157987341265052,40.303,6.183156347887576,30.0,51.0,0.0,0.957,0.006414904519944161,0.1817682371416882,0.042,0.021,1.0,0.0,1.91200156885253,0.0,0.0
silent_uncertain_group,40,oracle_residual,-0.005499999999999896,0.010499999999980717,0.0007086838749806113,0.0005918938256645756,0.018721383372861222,0.00035033830085984697,0.0003442049006250002,0.0003423329292247034,0.599,0.015498354751392161,39.781,6.015249140494699,30.0,49.0,0.0,0.945,0.007209368904418752,0.07231581628129874,0.072,0.021,1.0,0.0,2.0,0.0,0.0
silent_uncertain_group,100,uniform,-0.005499999999999896,0.010499999999980717,0.0008123999999806114,0.0010468812284813148,0.03309870601700267,0.0010959603065465466,0.00117248625,0.00117758472,0.56,0.015697133496278867,99.76,10.296427361780221,84.0,117.0,0.0,0.961,0.006122009474020767,0.13210450527218254,0.045,0.016,1.0,0.0,1.1264023769834335,0.0,0.0
silent_uncertain_group,100,historical_active,-0.005499999999999896,0.010499999999980717,0.0004759792833894565,0.0007470006551335355,0.02361521808218965,0.0005580099787699311,0.0005534213854340283,0.0005511745424235024,0.617,0.015372410351015223,100.054,9.863689795222495,85.0,116.04999999999995,0.0,0.957,0.006414904519944161,0.08380421848555904,0.075,0.004,1.0,0.0,1.4319461897436614,0.0,0.0
silent_uncertain_group,100,fixed_mixture,-0.005499999999999896,0.010499999999980717,-0.00025935752117103687,0.0007992420924739488,0.025262945211980765,0.0006387879223821361,0.0006392729061907125,0.0006375269721535923,0.612,0.015409607392792329,99.885,10.186242414871861,84.0,116.0,0.0,0.952,0.006759881655768837,0.09503599026799857,0.061,0.008,1.0,0.0,1.2409866889164365,0.0,0.0
silent_uncertain_group,100,robust_path,-0.005499999999999896,0.010499999999980717,0.00045966733220762206,0.0009174807015236519,0.029002419914327202,0.0008417708376683324,0.0009186048690062872,0.0009235902241867877,0.561,0.015693278816104682,99.83,10.243438291317425,84.0,117.0,0.0,0.961,0.006122009474020767,0.11677378676509931,0.043,0.008,1.0,0.0,1.1492681006994088,0.0,0.0
silent_uncertain_group,100,oracle_residual,-0.005499999999999896,0.010499999999980717,0.0002700411999806149,0.0003382395121418054,0.01069413315122079,0.0001144059675739265,0.00011964371025000001,0.00011922476585103004,0.69,0.014625320509308506,99.732,8.997840693029476,85.0,115.04999999999995,0.0,0.948,0.007021111023192843,0.0427555887048874,0.068,0.004,1.0,0.0,2.0,0.0,0.0
silent_uncertain_group,250,uniform,-0.005499999999999896,0.010499999999980717,0.0017128399999806112,0.0006755981900870137,0.021422191820631556,0.0004564329144488488,0.00045095624999999995,0.0004550107725,0.562,0.01568935945155187,249.703,15.53287034198963,225.0,276.0,0.0,0.94,0.007509993342207438,0.08308944263926643,0.055,0.012,1.0,0.0,0.6770148815416318,0.0,0.0
