eta,calibration_per_class,field_n,cohort,method,true_contrast,structural_width,nominal_minimum_coverage,replicates,feasible_count,feasible_rate,feasible_mcse,covered_count,covered_rate,covered_mcse,resolved_count,resolved_rate,resolved_mcse,wrong_resolution_count,wrong_resolution_rate,wrong_resolution_mcse,covered_mc_ci_lower,covered_mc_ci_upper,wrong_resolution_mc_ci_lower,wrong_resolution_mc_ci_upper,infeasible_count,width_feasible_n,width_p10,width_median,width_p90,max_constraint_residual
1,640,1280,near,field_only,0.015399999999999995,0.0,0.98,200,200,1.0,0.0,200,1.0,0.0,200,1.0,0.0,0,0.0,0.0,0.9817246596448638,1.0,0.0,0.01827534035513624,0,200,0.00938318786906516,0.009475560935539529,0.009565174171655073,2.220446049250313e-16
1,640,1280,near,calibration_only,0.015399999999999995,0.0,0.98,200,200,1.0,0.0,200,1.0,0.0,200,1.0,0.0,0,0.0,0.0,0.9817246596448638,1.0,0.0,0.01827534035513624,0,200,0.0011594448840437609,0.0011594448840437609,0.0011594448840437609,2.220446049250313e-15
1,640,1280,near,joint,0.015399999999999995,0.0,0.96,200,200,1.0,0.0,200,1.0,0.0,200,1.0,0.0,0,0.0,0.0,0.9817246596448638,1.0,0.0,0.01827534035513624,0,200,0.01065142564481695,0.01074486972608479,0.010835521978281906,5.440092820663267e-15
1,2560,5120,positive,field_only,0.033,0.0,0.98,200,200,1.0,0.0,200,1.0,0.0,200,1.0,0.0,0,0.0,0.0,0.9817246596448638,1.0,0.0,0.01827534035513624,0,200,0.0040995442702956904,0.0041450644238106415,0.004181775198091958,2.220446049250313e-16
1,2560,5120,positive,calibration_only,0.033,0.0,0.98,200,200,1.0,0.0,200,1.0,0.0,200,1.0,0.0,0,0.0,0.0,0.9817246596448638,1.0,0.0,0.01827534035513624,0,200,0.0002886093846401136,0.0002886093846401136,0.0002886093846401136,1.249000902703301e-16
1,2560,5120,positive,joint,0.033,0.0,0.96,200,200,1.0,0.0,200,1.0,0.0,200,1.0,0.0,0,0.0,0.0,0.9817246596448638,1.0,0.0,0.01827534035513624,0,200,0.004399985324427343,0.004445636853377245,0.004482453578398314,2.220446049250313e-16
1,2560,5120,negative,field_only,-0.017,0.0,0.98,200,200,1.0,0.0,200,1.0,0.0,200,1.0,0.0,0,0.0,0.0,0.9817246596448638,1.0,0.0,0.01827534035513624,0,200,0.003914928550490571,0.003957273768279586,0.0040021152687464865,2.220446049250313e-16
1,2560,5120,negative,calibration_only,-0.017,0.0,0.98,200,200,1.0,0.0,200,1.0,0.0,200,1.0,0.0,0,0.0,0.0,0.9817246596448638,1.0,0.0,0.01827534035513624,0,200,0.00028860938464012054,0.00028860938464012054,0.00028860938464012054,1.249000902703301e-16
1,2560,5120,negative,joint,-0.017,0.0,0.96,200,200,1.0,0.0,200,1.0,0.0,200,1.0,0.0,0,0.0,0.0,0.9817246596448638,1.0,0.0,0.01827534035513624,0,200,0.004214836786329361,0.004257304216390858,0.00430227513363632,2.220446049250313e-16
1,2560,5120,near,field_only,0.015399999999999995,0.0,0.98,200,200,1.0,0.0,200,1.0,0.0,200,1.0,0.0,0,0.0,0.0,0.9817246596448638,1.0,0.0,0.01827534035513624,0,200,0.004697275973333208,0.004718171395626253,0.004741245239434262,2.220446049250313e-16
1,2560,5120,near,calibration_only,0.015399999999999995,0.0,0.98,200,200,1.0,0.0,200,1.0,0.0,200,1.0,0.0,0,0.0,0.0,0.9817246596448638,1.0,0.0,0.01827534035513624,0,200,0.0002886093846401084,0.0002886093846401084,0.0002886093846401084,2.220446049250313e-16
1,2560,5120,near,joint,0.015399999999999995,0.0,0.96,200,200,1.0,0.0,200,1.0,0.0,200,1.0,0.0,0,0.0,0.0,0.9817246596448638,1.0,0.0,0.01827534035513624,0,200,0.00499944213725481,0.005020397865697546,0.005043538302784186,2.220446049250313e-16
